t_s,ciclo,ganancia,ch,tap,banco_uv,pp_uv,real_mv_vs_vref,valido,clavado,codigos
759.9,9,1,4,LPo,731487,190,-5377.5,False,True,"11,-30,0,0"
768.4,9,2,0,PGAgain,860767,4367,-2802.8,False,False,"11,-30,0,0"
769.3,9,2,1,BPo,1006727,2345,104.1,True,False,"11,-30,0,0"
769.8,9,2,2,OPA_SUMo,1074533,629,1454.5,True,False,"11,-30,0,0"
770.2,9,2,3,SUMo,1083793,104,1638.9,True,True,"11,-30,0,0"
770.6,9,2,4,LPo,711068,142,-5784.2,False,True,"11,-30,0,0"
775.5,9,4,0,PGAgain,934791,4138,-1328.6,True,False,"11,-30,0,0"
776.0,9,4,1,BPo,980195,2832,-424.3,True,False,"11,-30,0,0"
776.4,9,4,2,OPA_SUMo,1095046,686,1863.0,True,False,"11,-30,0,0"
776.9,9,4,3,SUMo,1094159,133,1845.4,True,True,"11,-30,0,0"
777.3,9,4,4,LPo,720901,171,-5588.3,False,True,"11,-30,0,0"
782.2,9,8,0,PGAgain,958547,2984,-855.4,True,False,"11,-30,0,0"
782.6,9,8,1,BPo,969600,3137,-635.3,True,False,"11,-30,0,0"
783.1,9,8,2,OPA_SUMo,1097936,886,1920.6,True,False,"11,-30,0,0"
783.5,9,8,3,SUMo,1099423,114,1950.2,True,True,"11,-30,0,0"
783.9,9,8,4,LPo,726089,171,-5485.0,False,True,"11,-30,0,0"
788.8,9,16,0,PGAgain,969743,2135,-632.5,True,False,"11,-30,0,0"
789.3,9,16,1,BPo,967721,3662,-672.7,True,False,"11,-30,0,0"
789.7,9,16,2,OPA_SUMo,1089029,752,1743.2,True,False,"11,-30,0,0"
790.1,9,16,3,SUMo,1102056,114,2002.6,True,True,"11,-30,0,0"
790.6,9,16,4,LPo,728626,190,-5434.5,False,True,"11,-30,0,0"
795.4,9,24,0,PGAgain,969457,2803,-638.2,True,False,"11,-30,0,0"
795.9,9,24,1,BPo,970820,3032,-611.0,True,False,"11,-30,0,0"
796.3,9,24,2,OPA_SUMo,1078357,581,1530.7,True,False,"11,-30,0,0"
796.8,9,24,3,SUMo,1102046,142,2002.4,True,True,"11,-30,0,0"
797.2,9,24,4,LPo,728578,199,-5435.4,False,True,"11,-30,0,0"
802.1,9,32,0,PGAgain,968961,2698,-648.0,True,False,"11,-30,0,0"
802.5,9,32,1,BPo,972404,3022,-579.5,True,False,"11,-30,0,0"
803.0,9,32,2,OPA_SUMo,1069621,581,1356.7,True,False,"11,-30,0,0"
803.4,9,32,3,SUMo,1101884,142,1999.2,True,True,"11,-30,0,0"
803.8,9,32,4,LPo,728444,180,-5438.1,False,True,"11,-30,0,0"
808.7,9,50,0,PGAgain,966949,4453,-688.1,True,False,"11,-30,0,0"
809.2,9,50,1,BPo,976371,4110,-500.5,True,False,"11,-30,0,0"
809.6,9,50,2,OPA_SUMo,1063489,610,1234.6,True,False,"11,-30,0,0"
810.1,9,50,3,SUMo,1101140,114,1984.4,True,True,"11,-30,0,0"
810.5,9,50,4,LPo,727758,152,-5451.8,False,True,"11,-30,0,0"
815.4,10,1,0,PGAgain,980281,2870,-422.6,True,False,"11,-30,0,0"
815.8,10,1,1,BPo,971259,3786,-602.3,True,False,"11,-30,0,0"
816.3,10,1,2,OPA_SUMo,1057576,820,1116.8,True,False,"11,-30,0,0"
816.7,10,1,3,SUMo,1056527,829,1095.9,True,False,"11,-30,0,0"
817.2,10,1,4,LPo,731544,123,-5376.4,False,True,"11,-30,0,0"
822.0,10,2,0,PGAgain,859336,6036,-2831.3,False,False,"11,-30,0,0"
822.5,10,2,1,BPo,1010007,3328,169.4,True,False,"11,-30,0,0"
822.9,10,2,2,OPA_SUMo,1062888,734,1222.6,True,False,"11,-30,0,0"
823.4,10,2,3,SUMo,1083783,95,1638.7,True,True,"11,-30,0,0"
823.8,10,2,4,LPo,711040,142,-5784.7,False,True,"11,-30,0,0"
828.7,10,4,0,PGAgain,934743,4615,-1329.5,True,False,"11,-30,0,0"
829.1,10,4,1,BPo,983714,2879,-354.2,True,False,"11,-30,0,0"
829.6,10,4,2,OPA_SUMo,1088628,619,1735.2,True,False,"11,-30,0,0"
830.0,10,4,3,SUMo,1094121,123,1844.6,True,True,"11,-30,0,0"
830.5,10,4,4,LPo,720939,114,-5587.6,False,True,"11,-30,0,0"
835.4,10,8,0,PGAgain,958795,2688,-850.5,True,False,"11,-30,0,0"
835.8,10,8,1,BPo,972022,3251,-587.1,True,False,"11,-30,0,0"
836.2,10,8,2,OPA_SUMo,1090955,552,1781.6,True,False,"11,-30,0,0"
836.7,10,8,3,SUMo,1099395,123,1949.6,True,True,"11,-30,0,0"
837.1,10,8,4,LPo,725994,199,-5486.9,False,True,"11,-30,0,0"
842.0,10,16,0,PGAgain,968789,2260,-651.5,True,False,"11,-30,0,0"
842.5,10,16,1,BPo,968827,3223,-650.7,True,False,"11,-30,0,0"
842.9,10,16,2,OPA_SUMo,1083459,629,1632.3,True,False,"11,-30,0,0"
843.3,10,16,3,SUMo,1102066,104,2002.8,True,True,"11,-30,0,0"
843.8,10,16,4,LPo,728597,171,-5435.1,False,True,"11,-30,0,0"
848.6,10,24,0,PGAgain,965776,2355,-711.5,True,False,"11,-30,0,0"
849.1,10,24,1,BPo,973758,2975,-552.5,True,False,"11,-30,0,0"
849.5,10,24,2,OPA_SUMo,1074561,991,1455.1,True,False,"11,-30,0,0"
850.0,10,24,3,SUMo,1100968,114,1981.0,True,True,"11,-30,0,0"
850.4,10,24,4,LPo,727615,142,-5454.6,False,True,"11,-30,0,0"
855.3,10,32,0,PGAgain,969085,2040,-645.6,True,False,"11,-30,0,0"
855.7,10,32,1,BPo,973415,2936,-559.3,True,False,"11,-30,0,0"
856.2,10,32,2,OPA_SUMo,1068009,686,1324.6,True,False,"11,-30,0,0"
856.6,10,32,3,SUMo,1101894,104,1999.4,True,True,"11,-30,0,0"
857.1,10,32,4,LPo,728444,190,-5438.1,False,True,"11,-30,0,0"
865.6,10,50,0,PGAgain,966634,3051,-694.4,True,False,"11,-30,0,0"
866.5,10,50,1,BPo,976428,2841,-499.3,True,False,"11,-30,0,0"
866.9,10,50,2,OPA_SUMo,1061143,447,1187.8,True,False,"11,-30,0,0"
867.4,10,50,3,SUMo,1101150,95,1984.6,True,True,"11,-30,0,0"
867.8,10,50,4,LPo,727729,104,-5452.3,False,True,"11,-30,0,0"
872.7,11,1,0,PGAgain,980624,1659,-415.8,True,False,"11,-30,0,0"
873.2,11,1,1,BPo,972576,2994,-576.0,True,False,"11,-30,0,0"
873.6,11,1,2,OPA_SUMo,1055707,696,1079.6,True,False,"11,-30,0,0"
874.1,11,1,3,SUMo,1054716,457,1059.8,True,False,"11,-30,0,0"
874.5,11,1,4,LPo,731515,190,-5376.9,False,True,"11,-30,0,0"
879.4,11,2,0,PGAgain,980167,1935,-424.9,True,False,"11,-30,0,0"
879.8,11,2,1,BPo,974836,3232,-531.0,True,False,"11,-30,0,0"
880.3,11,2,2,OPA_SUMo,1046237,724,891.0,True,False,"11,-30,0,0"
880.7,11,2,3,SUMo,1045265,819,871.6,True,False,"11,-30,0,0"
881.1,11,2,4,LPo,731515,171,-5376.9,False,True,"11,-30,0,0"
886.0,11,4,0,PGAgain,933971,3919,-1344.9,True,False,"11,-30,0,0"
886.5,11,4,1,BPo,995073,2803,-128.0,True,False,"11,-30,0,0"
886.9,11,4,2,OPA_SUMo,1046447,724,895.2,True,False,"11,-30,0,0"
887.4,11,4,3,SUMo,1094112,104,1844.4,True,True,"11,-30,0,0"
887.8,11,4,4,LPo,720958,219,-5587.2,False,True,"11,-30,0,0"
892.7,11,8,0,PGAgain,959300,2260,-840.4,True,False,"11,-30,0,0"
893.1,11,8,1,BPo,982627,2460,-375.9,True,False,"11,-30,0,0"
893.6,11,8,2,OPA_SUMo,1057605,590,1117.4,True,False,"11,-30,0,0"
894.0,11,8,3,SUMo,1099404,95,1949.8,True,True,"11,-30,0,0"
894.5,11,8,4,LPo,725974,180,-5487.3,False,True,"11,-30,0,0"
899.3,11,16,0,PGAgain,969514,1744,-637.0,True,False,"11,-30,0,0"
899.8,11,16,1,BPo,976810,2688,-491.7,True,False,"11,-30,0,0"
900.2,11,16,2,OPA_SUMo,1057004,638,1105.4,True,False,"11,-30,0,0"
900.7,11,16,3,SUMo,1102046,104,2002.4,True,True,"11,-30,0,0"
901.1,11,16,4,LPo,728597,161,-5435.1,False,True,"11,-30,0,0"
906.0,11,24,0,PGAgain,965585,1906,-715.3,True,False,"11,-30,0,0"
906.5,11,24,1,BPo,978974,3213,-448.6,True,False,"11,-30,0,0"
906.9,11,24,2,OPA_SUMo,1053361,504,1032.8,True,False,"11,-30,0,0"
907.3,11,24,3,SUMo,1101006,133,1981.7,True,True,"11,-30,0,0"
907.8,11,24,4,LPo,727662,180,-5453.7,False,True,"11,-30,0,0"
912.7,11,32,0,PGAgain,969495,2384,-637.4,True,False,"11,-30,0,0"
913.1,11,32,1,BPo,978507,3137,-457.9,True,False,"11,-30,0,0"
913.6,11,32,2,OPA_SUMo,1051254,762,990.9,True,False,"11,-30,0,0"
914.0,11,32,3,SUMo,1101875,104,1999.0,True,True,"11,-30,0,0"
914.4,11,32,4,LPo,728454,190,-5437.9,False,True,"11,-30,0,0"
919.3,11,50,0,PGAgain,966405,2584,-698.9,True,False,"11,-30,0,0"
919.8,11,50,1,BPo,980510,4033,-418.0,True,False,"11,-30,0,0"
920.2,11,50,2,OPA_SUMo,1049013,715,946.3,True,False,"11,-30,0,0"
920.7,11,50,3,SUMo,1101150,114,1984.6,True,True,"11,-30,0,0"
921.1,11,50,4,LPo,727729,161,-5452.3,False,True,"11,-30,0,0"
926.0,12,1,0,PGAgain,979957,2832,-429.0,True,False,"11,-30,0,0"
926.4,12,1,1,BPo,974483,3385,-538.1,True,False,"11,-30,0,0"
926.9,12,1,2,OPA_SUMo,1046056,514,887.4,True,False,"11,-30,0,0"
927.3,12,1,3,SUMo,1045264,533,871.6,True,False,"11,-30,0,0"
927.8,12,1,4,LPo,731553,161,-5376.2,False,True,"11,-30,0,0"
932.7,12,2,0,PGAgain,860862,5721,-2800.9,False,False,"11,-30,0,0"
933.1,12,2,1,BPo,1013240,2870,233.8,True,False,"11,-30,0,0"
933.5,12,2,2,OPA_SUMo,1053065,600,1027.0,True,False,"11,-30,0,0"
934.0,12,2,3,SUMo,1083783,123,1638.7,True,True,"11,-30,0,0"
934.4,12,2,4,LPo,711030,200,-5784.9,False,True,"11,-30,0,0"
939.3,12,4,0,PGAgain,933847,4701,-1347.4,True,False,"11,-30,0,0"
939.8,12,4,1,BPo,985879,3700,-311.1,True,False,"11,-30,0,0"
940.2,12,4,2,OPA_SUMo,1080979,877,1582.9,True,False,"11,-30,0,0"
940.7,12,4,3,SUMo,1094093,133,1844.1,True,True,"11,-30,0,0"
941.1,12,4,4,LPo,720967,180,-5587.0,False,True,"11,-30,0,0"
946.0,12,8,0,PGAgain,958680,2708,-852.8,True,False,"11,-30,0,0"
946.4,12,8,1,BPo,973434,4491,-559.0,True,False,"11,-30,0,0"
946.9,12,8,2,OPA_SUMo,1084766,848,1658.3,True,False,"11,-30,0,0"
947.3,12,8,3,SUMo,1099395,114,1949.6,True,True,"11,-30,0,0"
947.8,12,8,4,LPo,726098,123,-5484.8,False,True,"11,-30,0,0"
952.6,12,16,0,PGAgain,969676,3118,-633.8,True,False,"11,-30,0,0"
953.1,12,16,1,BPo,970592,3394,-615.6,True,False,"11,-30,0,0"
953.5,12,16,2,OPA_SUMo,1078576,733,1535.0,True,False,"11,-30,0,0"
954.0,12,16,3,SUMo,1102027,104,2002.1,True,True,"11,-30,0,0"
954.4,12,16,4,LPo,728654,199,-5433.9,False,True,"11,-30,0,0"
959.3,12,24,0,PGAgain,965900,2526,-709.0,True,False,"11,-30,0,0"
959.7,12,24,1,BPo,974130,3404,-545.1,True,False,"11,-30,0,0"
960.2,12,24,2,OPA_SUMo,1070565,638,1375.5,True,False,"11,-30,0,0"
960.6,12,24,3,SUMo,1100959,95,1980.8,True,True,"11,-30,0,0"
961.1,12,24,4,LPo,727558,161,-5455.7,False,True,"11,-30,0,0"
966.0,12,32,0,PGAgain,968494,2679,-657.3,True,False,"11,-30,0,0"
966.4,12,32,1,BPo,973958,3499,-548.5,True,False,"11,-30,0,0"
966.9,12,32,2,OPA_SUMo,1064872,638,1262.1,True,False,"11,-30,0,0"
967.3,12,32,3,SUMo,1101856,104,1998.7,True,True,"11,-30,0,0"
967.8,12,32,4,LPo,728482,171,-5437.3,False,True,"11,-30,0,0"
972.6,12,50,0,PGAgain,966539,2555,-696.3,True,False,"11,-30,0,0"
973.1,12,50,1,BPo,977916,3099,-469.7,True,False,"11,-30,0,0"
973.5,12,50,2,OPA_SUMo,1059837,762,1161.8,True,False,"11,-30,0,0"
974.0,12,50,3,SUMo,1101140,104,1984.4,True,True,"11,-30,0,0"
974.4,12,50,4,LPo,727815,218,-5450.6,False,True,"11,-30,0,0"
979.4,13,1,0,PGAgain,980252,2479,-423.2,True,False,"11,-30,0,0"
979.8,13,1,1,BPo,972747,3137,-572.6,True,False,"11,-30,0,0"
980.3,13,1,2,OPA_SUMo,1054525,734,1056.0,True,False,"11,-30,0,0"
980.7,13,1,3,SUMo,1053419,657,1034.0,True,False,"11,-30,0,0"
981.2,13,1,4,LPo,731553,152,-5376.2,False,True,"11,-30,0,0"
986.1,13,2,0,PGAgain,859289,5225,-2832.2,False,False,"11,-30,0,0"
986.5,13,2,1,BPo,1010427,2736,177.8,True,False,"11,-30,0,0"
986.9,13,2,2,OPA_SUMo,1060523,1144,1175.5,True,False,"11,-30,0,0"
987.4,13,2,3,SUMo,1083802,104,1639.1,True,True,"11,-30,0,0"
987.8,13,2,4,LPo,711049,161,-5784.5,False,True,"11,-30,0,0"
992.7,13,4,0,PGAgain,933885,4434,-1346.6,True,False,"11,-30,0,0"
993.2,13,4,1,BPo,984067,2431,-347.2,True,False,"11,-30,0,0"
993.6,13,4,2,OPA_SUMo,1086892,486,1700.6,True,False,"11,-30,0,0"
994.1,13,4,3,SUMo,1094140,123,1845.0,True,True,"11,-30,0,0"
994.5,13,4,4,LPo,720929,190,-5587.8,False,True,"11,-30,0,0"
999.4,13,8,0,PGAgain,959300,1983,-840.4,True,False,"11,-30,0,0"
999.8,13,8,1,BPo,972690,2431,-573.8,True,False,"11,-30,0,0"
1004.0,13,8,2,OPA_SUMo,1088962,648,1741.9,True,False,"11,-30,0,0"
1004.9,13,8,3,SUMo,1099404,104,1949.8,True,True,"11,-30,0,0"
1005.3,13,8,4,LPo,726013,104,-5486.5,False,True,"11,-30,0,0"
1010.2,13,16,0,PGAgain,968999,1945,-647.3,True,False,"11,-30,0,0"
1010.6,13,16,1,BPo,969476,3337,-637.8,True,False,"11,-30,0,0"
1011.1,13,16,2,OPA_SUMo,1081428,791,1591.8,True,False,"11,-30,0,0"
1011.5,13,16,3,SUMo,1102036,123,2002.2,True,True,"11,-30,0,0"
1012.0,13,16,4,LPo,728597,133,-5435.1,False,True,"11,-30,0,0"
1016.8,13,24,0,PGAgain,965480,2097,-717.4,True,False,"11,-30,0,0"
1017.3,13,24,1,BPo,973491,2870,-557.8,True,False,"11,-30,0,0"
1017.7,13,24,2,OPA_SUMo,1072711,696,1418.2,True,False,"11,-30,0,0"
1018.2,13,24,3,SUMo,1101006,95,1981.7,True,True,"11,-30,0,0"
1018.6,13,24,4,LPo,727596,199,-5455.0,False,True,"11,-30,0,0"
1023.5,13,32,0,PGAgain,969610,2174,-635.1,True,False,"11,-30,0,0"
1023.9,13,32,1,BPo,974311,3681,-541.5,True,False,"11,-30,0,0"
1024.4,13,32,2,OPA_SUMo,1066636,696,1297.2,True,False,"11,-30,0,0"
1024.8,13,32,3,SUMo,1101903,76,1999.6,True,True,"11,-30,0,0"
1025.3,13,32,4,LPo,728492,104,-5437.1,False,True,"11,-30,0,0"
1033.9,13,50,0,PGAgain,965499,2193,-717.0,True,False,"11,-30,0,0"
1034.7,13,50,1,BPo,977143,2994,-485.1,True,False,"11,-30,0,0"
1035.2,13,50,2,OPA_SUMo,1060256,781,1170.2,True,False,"11,-30,0,0"
1035.6,13,50,3,SUMo,1101150,104,1984.6,True,True,"11,-30,0,0"
1036.1,13,50,4,LPo,727748,209,-5452.0,False,True,"11,-30,0,0"
1041.0,14,1,0,PGAgain,979718,2240,-433.8,True,False,"11,-30,0,0"
1041.4,14,1,1,BPo,971927,2813,-589.0,True,False,"11,-30,0,0"
1041.9,14,1,2,OPA_SUMo,1055030,1001,1066.1,True,False,"11,-30,0,0"
1042.3,14,1,3,SUMo,1054019,629,1046.0,True,False,"11,-30,0,0"
1042.7,14,1,4,LPo,731591,161,-5375.4,False,True,"11,-30,0,0"
1047.6,14,2,0,PGAgain,860004,4873,-2818.0,False,False,"11,-30,0,0"
1048.1,14,2,1,BPo,1010579,3213,180.8,True,False,"11,-30,0,0"
1048.5,14,2,2,OPA_SUMo,1060866,648,1182.3,True,False,"11,-30,0,0"
1049.0,14,2,3,SUMo,1083831,114,1639.7,True,True,"11,-30,0,0"
1049.4,14,2,4,LPo,711097,142,-5783.6,False,True,"11,-30,0,0"
1054.3,14,4,0,PGAgain,934667,5197,-1331.0,True,False,"11,-30,0,0"
1054.7,14,4,1,BPo,983867,2908,-351.2,True,False,"11,-30,0,0"
1055.2,14,4,2,OPA_SUMo,1086978,600,1702.4,True,False,"11,-30,0,0"
1055.6,14,4,3,SUMo,1094121,104,1844.6,True,True,"11,-30,0,0"
1056.1,14,4,4,LPo,720986,161,-5586.6,False,True,"11,-30,0,0"
1061.0,14,8,0,PGAgain,958461,2660,-857.2,True,False,"11,-30,0,0"
1061.4,14,8,1,BPo,972022,3490,-587.1,True,False,"11,-30,0,0"
1061.9,14,8,2,OPA_SUMo,1089610,590,1754.8,True,False,"11,-30,0,0"
1062.3,14,8,3,SUMo,1099395,133,1949.6,True,True,"11,-30,0,0"
1062.7,14,8,4,LPo,726117,152,-5484.4,False,True,"11,-30,0,0"
1067.6,14,16,0,PGAgain,969123,2793,-644.8,True,False,"11,-30,0,0"
1068.1,14,16,1,BPo,969543,3423,-636.4,True,False,"11,-30,0,0"
1068.5,14,16,2,OPA_SUMo,1082334,734,1609.9,True,False,"11,-30,0,0"
1069.0,14,16,3,SUMo,1102094,114,2003.4,True,True,"11,-30,0,0"
1069.4,14,16,4,LPo,728692,142,-5433.2,False,True,"11,-30,0,0"
1074.3,14,24,0,PGAgain,966148,3175,-704.1,True,False,"11,-30,0,0"
1074.8,14,24,1,BPo,973720,3385,-553.3,True,False,"11,-30,0,0"
1075.2,14,24,2,OPA_SUMo,1073589,829,1435.7,True,False,"11,-30,0,0"
1075.7,14,24,3,SUMo,1100987,104,1981.4,True,True,"11,-30,0,0"
1076.1,14,24,4,LPo,727605,161,-5454.8,False,True,"11,-30,0,0"
1081.0,14,32,0,PGAgain,969123,2822,-644.8,True,False,"11,-30,0,0"
1081.4,14,32,1,BPo,973062,3204,-566.4,True,False,"11,-30,0,0"
1081.9,14,32,2,OPA_SUMo,1067228,686,1309.0,True,False,"11,-30,0,0"
1082.3,14,32,3,SUMo,1101913,95,1999.8,True,True,"11,-30,0,0"
1082.7,14,32,4,LPo,728416,171,-5438.7,False,True,"11,-30,0,0"
1087.6,14,50,0,PGAgain,966472,2345,-697.6,True,False,"11,-30,0,0"
1088.1,14,50,1,BPo,976714,3194,-493.6,True,False,"11,-30,0,0"
1088.5,14,50,2,OPA_SUMo,1061630,486,1197.5,True,False,"11,-30,0,0"
1089.0,14,50,3,SUMo,1101150,95,1984.6,True,True,"11,-30,0,0"
1089.4,14,50,4,LPo,727777,152,-5451.4,False,True,"11,-30,0,0"
1094.3,15,1,0,PGAgain,980634,2450,-415.6,True,False,"11,-30,0,0"
1094.8,15,1,1,BPo,972680,5092,-574.0,True,False,"11,-30,0,0"
1095.2,15,1,2,OPA_SUMo,1056193,610,1089.2,True,False,"11,-30,0,0"
1095.7,15,1,3,SUMo,1055087,667,1067.2,True,False,"11,-30,0,0"
1096.1,15,1,4,LPo,731553,142,-5376.2,False,True,"11,-30,0,0"
1104.6,15,2,0,PGAgain,860700,5187,-2804.1,False,False,"11,-30,0,0"
1105.5,15,2,1,BPo,1004447,3270,58.7,True,False,"11,-30,0,0"
1106.0,15,2,2,OPA_SUMo,1082543,743,1614.0,True,False,"11,-30,0,0"
1106.4,15,2,3,SUMo,1083812,123,1639.3,True,True,"11,-30,0,0"
1106.8,15,2,4,LPo,711002,161,-5785.5,False,True,"11,-30,0,0"
1111.7,15,4,0,PGAgain,933723,3165,-1349.8,True,False,"11,-30,0,0"
1112.2,15,4,1,BPo,978717,3652,-453.7,True,False,"11,-30,0,0"
1112.6,15,4,2,OPA_SUMo,1095523,133,1872.5,True,True,"11,-30,0,0"
1113.1,15,4,3,SUMo,1094150,114,1845.2,True,True,"11,-30,0,0"
1117.2,15,4,4,LPo,720948,123,-5587.4,False,True,"11,-30,0,0"
1122.5,15,8,0,PGAgain,959005,1983,-846.3,True,False,"11,-30,0,0"
1123.0,15,8,1,BPo,968875,3223,-649.7,True,False,"11,-30,0,0"
1123.4,15,8,2,OPA_SUMo,1100521,571,1972.1,True,False,"11,-30,0,0"
1123.9,15,8,3,SUMo,1099404,104,1949.8,True,True,"11,-30,0,0"
1124.3,15,8,4,LPo,726060,180,-5485.6,False,True,"11,-30,0,0"
1129.2,15,16,0,PGAgain,969648,2069,-634.4,True,False,"11,-30,0,0"
1129.6,15,16,1,BPo,966348,3137,-700.1,True,False,"11,-30,0,0"
1130.1,15,16,2,OPA_SUMo,1093997,762,1842.1,True,False,"11,-30,0,0"
1130.5,15,16,3,SUMo,1102056,95,2002.6,True,True,"11,-30,0,0"
1131.0,15,16,4,LPo,728654,190,-5433.9,False,True,"11,-30,0,0"
1135.9,15,24,0,PGAgain,965384,1811,-719.3,True,False,"11,-30,0,0"
1136.3,15,24,1,BPo,970716,2775,-613.1,True,False,"11,-30,0,0"
1136.8,15,24,2,OPA_SUMo,1082620,839,1615.6,True,False,"11,-30,0,0"
1137.2,15,24,3,SUMo,1100949,104,1980.6,True,True,"11,-30,0,0"
1137.7,15,24,4,LPo,727672,228,-5453.5,False,True,"11,-30,0,0"
1142.6,15,32,0,PGAgain,969438,2021,-638.5,True,False,"11,-30,0,0"
1146.7,15,32,1,BPo,972242,2832,-582.7,True,False,"11,-30,0,0"
1147.6,15,32,2,OPA_SUMo,1070651,524,1377.2,True,False,"11,-30,0,0"
1148.0,15,32,3,SUMo,1101884,133,1999.2,True,True,"11,-30,0,0"
1148.4,15,32,4,LPo,728511,209,-5436.8,False,True,"11,-30,0,0"
1153.3,15,50,0,PGAgain,966853,1907,-690.0,True,False,"11,-30,0,0"
1153.8,15,50,1,BPo,976991,1945,-488.1,True,False,"11,-30,0,0"
1154.2,15,50,2,OPA_SUMo,1064338,791,1251.5,True,False,"11,-30,0,0"
1154.7,15,50,3,SUMo,1101169,104,1985.0,True,True,"11,-30,0,0"
1155.1,15,50,4,LPo,727844,218,-5450.1,False,True,"11,-30,0,0"
1160.0,16,1,0,PGAgain,980281,2088,-422.6,True,False,"11,-30,0,0"
1160.5,16,1,1,BPo,971469,2946,-598.1,True,False,"11,-30,0,0"
1160.9,16,1,2,OPA_SUMo,1058225,677,1129.7,True,False,"11,-30,0,0"
1161.4,16,1,3,SUMo,1056976,610,1104.8,True,False,"11,-30,0,0"
1161.8,16,1,4,LPo,731563,190,-5376.0,False,True,"11,-30,0,0"
1166.7,16,2,0,PGAgain,859841,5673,-2821.2,False,False,"11,-30,0,0"
1167.1,16,2,1,BPo,1009501,4005,159.3,True,False,"11,-30,0,0"
1167.6,16,2,2,OPA_SUMo,1063318,686,1231.1,True,False,"11,-30,0,0"
1168.0,16,2,3,SUMo,1083840,123,1639.9,True,True,"11,-30,0,0"
1168.5,16,2,4,LPo,711087,114,-5783.8,False,True,"11,-30,0,0"
1173.4,16,4,0,PGAgain,935182,4281,-1320.8,True,False,"11,-30,0,0"
1173.8,16,4,1,BPo,983142,3041,-365.6,True,False,"11,-30,0,0"
1174.2,16,4,2,OPA_SUMo,1088972,820,1742.1,True,False,"11,-30,0,0"
1174.7,16,4,3,SUMo,1094131,104,1844.8,True,True,"11,-30,0,0"
1175.1,16,4,4,LPo,720986,180,-5586.6,False,True,"11,-30,0,0"
1180.0,16,8,0,PGAgain,958843,3347,-849.5,True,False,"11,-30,0,0"
1180.5,16,8,1,BPo,971937,2832,-588.8,True,False,"11,-30,0,0"
1180.9,16,8,2,OPA_SUMo,1091174,600,1785.9,True,False,"11,-30,0,0"
1181.4,16,8,3,SUMo,1099404,104,1949.8,True,True,"11,-30,0,0"
1181.8,16,8,4,LPo,726003,152,-5486.7,False,True,"11,-30,0,0"
1186.7,16,16,0,PGAgain,969190,2565,-643.5,True,False,"11,-30,0,0"
1187.2,16,16,1,BPo,969009,3404,-647.1,True,False,"11,-30,0,0"
1187.6,16,16,2,OPA_SUMo,1083555,829,1634.2,True,False,"11,-30,0,0"
1188.1,16,16,3,SUMo,1102056,114,2002.6,True,True,"11,-30,0,0"
1188.5,16,16,4,LPo,728616,161,-5434.7,False,True,"11,-30,0,0"
1193.4,16,24,0,PGAgain,965747,2641,-712.0,True,False,"11,-30,0,0"
1193.8,16,24,1,BPo,973453,3538,-558.6,True,False,"11,-30,0,0"
1194.3,16,24,2,OPA_SUMo,1074494,648,1453.7,True,False,"11,-30,0,0"
1194.7,16,24,3,SUMo,1100997,161,1981.6,True,True,"11,-30,0,0"
1195.2,16,24,4,LPo,727577,171,-5455.4,False,True,"11,-30,0,0"
1200.1,16,32,0,PGAgain,969323,2431,-640.8,True,False,"11,-30,0,0"
1200.5,16,32,1,BPo,973004,3413,-567.5,True,False,"11,-30,0,0"
1201.0,16,32,2,OPA_SUMo,1067885,934,1322.1,True,False,"11,-30,0,0"
1201.4,16,32,3,SUMo,1101884,104,1999.2,True,True,"11,-30,0,0"
1201.9,16,32,4,LPo,728482,152,-5437.3,False,True,"11,-30,0,0"
1206.8,16,50,0,PGAgain,966138,3633,-704.3,True,False,"11,-30,0,0"
1207.2,16,50,1,BPo,975951,3375,-508.8,True,False,"11,-30,0,0"
1207.7,16,50,2,OPA_SUMo,1062164,705,1208.2,True,False,"11,-30,0,0"
1208.1,16,50,3,SUMo,1101140,133,1984.4,True,True,"11,-30,0,0"
1208.5,16,50,4,LPo,727786,171,-5451.2,False,True,"11,-30,0,0"
1213.4,17,1,0,PGAgain,980281,2603,-422.6,True,False,"11,-30,0,0"
1213.9,17,1,1,BPo,972337,3251,-580.8,True,False,"11,-30,0,0"
1214.3,17,1,2,OPA_SUMo,1056394,581,1093.3,True,False,"11,-30,0,0"
1214.8,17,1,3,SUMo,1055469,495,1074.8,True,False,"11,-30,0,0"
1215.2,17,1,4,LPo,731477,161,-5377.7,False,True,"11,-30,0,0"
1220.1,17,2,0,PGAgain,860518,5807,-2807.8,False,False,"11,-30,0,0"
1220.6,17,2,1,BPo,1010570,2498,180.6,True,False,"11,-30,0,0"
1221.0,17,2,2,OPA_SUMo,1061992,695,1204.7,True,False,"11,-30,0,0"
1221.5,17,2,3,SUMo,1083802,133,1639.1,True,True,"11,-30,0,0"
1221.9,17,2,4,LPo,711059,123,-5784.3,False,True,"11,-30,0,0"
1226.8,17,4,0,PGAgain,933847,3108,-1347.4,True,False,"11,-30,0,0"
1227.2,17,4,1,BPo,982913,3824,-370.2,True,False,"11,-30,0,0"
1227.7,17,4,2,OPA_SUMo,1088008,610,1722.9,True,False,"11,-30,0,0"
1228.1,17,4,3,SUMo,1094121,133,1844.6,True,True,"11,-30,0,0"
1228.6,17,4,4,LPo,720929,238,-5587.8,False,True,"11,-30,0,0"
